rule,paragraph,directive
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.1.2 Control Devices and Techniques 5-7 Prior Training
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.1.2 Control Devices and Techniques 8 Neck Holds
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.1.2 Control Devices and Techniques 9-16 Use of Restraints
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.1.2 Control Devices and Techniques 17-20 Authorized Impact Weapon Guidelines
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.1.2 Control Devices and Techniques 21 Required Documentation
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.1.2 Control Devices and Techniques 22-28 Education and Training Division Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.1.2 Control Devices and Techniques 29 Reporting Use of Force for Control Devices and Techniques
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.2 Force Investigation Team (FIT) 1-3 Policy Statement 
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.2 Force Investigation Team (FIT) 4-6 CRIMINAL AND ADMINISTRATIVE SECTIONS
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.2 Force Investigation Team (FIT) 7-8 CRIMINAL SECTION
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.2 Force Investigation Team (FIT) 9-10 ADMINISTRATIVE SECTION
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.2 Force Investigation Team (FIT) 11-14 IMMEDIATE SUPERVISORY AND FIT DUTIES
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.2 Force Investigation Team (FIT) 15 INVESTIGATION
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.2 Force Investigation Team (FIT) 18-20 USE OF FORCE REPORT REVIEW
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.2 Force Investigation Team (FIT) 21-23 DISTRICT ATTORNEY NOTIFICATION
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.2 Force Investigation Team (FIT) 24 ORLEANS PARISH CORONER’S OFFICE
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.2 Force Investigation Team (FIT) 25-28 PUBLIC STATEMENTS/MEDIA RELEASE
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.2 Force Investigation Team (FIT) 29-31 INVOLVED OFFICERS
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.2 Force Investigation Team (FIT) 32-34 PURSUIT RELATED MOTOR VEHICLE CRASHES AND OFFICER INVOLVED SHOOTINGS
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.2 Force Investigation Team (FIT) 35-38 RECORDS AND DATA
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.6 Reporting Use of Force 1-3 Policy
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.6 Reporting Use of Force 4-9 Responsibility to Report Uses of Force-General
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.6 Reporting Use of Force 10-14 Levels of Reportable Use of Force
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.6 Reporting Use of Force 15 Non-Reportable Levels of Force
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.6 Reporting Use of Force 16-22 Officer Reporting Requirement
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.6 Reporting Use of Force 23-28 Investigating Supervisor's Responsibility-General
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.6 Reporting Use of Force 29-32 Use of Force-Investigating Supervisor's Reporting Requirements for Level 2 & 3 Use of Force
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.6 Reporting Use of Force 33-34 Reporting and Investigating Unreported or Unreasonable Force
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.6 Reporting Use of Force 35-41 Investigating Use of Force-Command Review of Use of Force Investigations and Use of Force Reports
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.6 Reporting Use of Force 42-44 Use of Force-Force Investigation Team Response
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.6 Reporting Use of Force 45 Use of Force-Public Integrity Bureau Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,"1.3.6 Reporting Use of Force 46-48 Administrative Tracking, Support and Annual Report"
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.6 Reporting Use of Force 49-52 Reassignment of Use of Force Investigations
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.6 Reporting Use of Force 53 Education and Training Division Responsibility
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.6 Reporting Use of Force 54 Supervisory Responsibility Involving the Destruction of Animals
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.6 Reporting Use of Force 55-58 Use of Force Incidents Occurring Outside Orleans Parish
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.6 Reporting Use of Force 59 Level 4 Force Incidents Involving Outside Agency Personnel
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.6 Reporting Use of Force 60-62 Officer's Bill of Rights
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.6 Reporting Use of Force 63 Supervisor Training in Conducting Use of Force Investigations
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.6 Reporting Use of Force 64 Report of Firearm Discharge
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.7 Use of Force Review Board  Purpose-Definitions
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.7 Use of Force Review Board 1-7 Review Board
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.7 Use of Force Review Board 8-9 Procedural Review Requirements
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.7 Use of Force Review Board 10-15 Board Meetings Schedule
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.3.7 Use of Force Review Board 16-17 Responsibilities of the Board
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 1-2 Policy Statement 
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 3-10 General Information/Authorized Firearms
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 11-18 Duty Handguns
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 19-23 Other Department-Issued Handguns and Firearms May be Authorized
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 24-25 Authorized Secondary Handguns
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 26 Authorized Handgun Makes
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 27 Authorized Handgun Calibers
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 28-29 Authorized Personally-Owned Rifles or Shotguns
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 30-33 Authorized Off-Duty Handguns
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,"1.4 Authorized Firearms 34-36 Weapon Lights, Optics, or Laser Sights"
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 37-42 Borrowing/Loan Department Firearms
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 43-44 Use of the Patrol Rifle
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 45-46 Authorized Rifles
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 47-48 Patrol Ready Rifle Condition
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 49-51 Use of Shotgun
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 52-53 Authorized Shotguns
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 54 Patrol Ready Shotgun Condition
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 55 Safety and Reporting Considerations
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 56-63 Maintenance and Repair
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 57-62 Maintenance of Patrol Rifles and Shotguns
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 63-65 Modifications of Duty Firearms
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 66 Flying While Armed
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4 Authorized Firearms 67-68 Carrying Firearms Out of State
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.1 Authorized Ammunition 1-8 Policy Statement 
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.1 Authorized Ammunition 9-10 Authorized Ammunition
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.1 Authorized Ammunition 11 Education and Training Division Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.1 Authorized Ammunition 12-13 Officer's Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,"1.4.1 Authorized Ammunition  Appendix ""A"""
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.2 Firearms Training Qualification and Requalification 1-9 Policy Statement 
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.2 Firearms Training Qualification and Requalification  Definitions
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.2 Firearms Training Qualification and Requalification 10-20 Duty Firearms Qualification
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.2 Firearms Training Qualification and Requalification 21-23 Non-Qualification of any Approved or Assigned Firearm
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.2 Firearms Training Qualification and Requalification 24-27 Failure to Qualify-Unarmed Status
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.2 Firearms Training Qualification and Requalification 28-33 Patrol Rifle Qualification/Training
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.2 Firearms Training Qualification and Requalification 34-39 Duty Shotguns
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.2 Firearms Training Qualification and Requalification 40 Rangemaster Duties
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.2 F 41-48 Range Commander Duties
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.2 Firearms Training Qualification and Requalification 49-52 Firearms Training-Voluntary Shooting Program
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,"1.4.2 Firearms Training Qualification and Requalification Appendix ""A"" Post Handgun Qualification Course"
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,"1.4.2 Firearms Training Qualification and Requalification Appendix ""B"" NOPD Patrol Rifle Qualification Course"
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,"1.4.2 Firearms Training Qualification and Requalification Appendix ""C"" NOPD Shotgun Qualification Course"
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.3 Scenario Based Firearms Training 1-2 Purpose
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.3 Scenario Based Firearms Training 3 Policy Statement 
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.3 Scenario Based Firearms Training  Definitions
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.3 Scenario Based Firearms Training 4-8 Firearms Simulation Training Authorization
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.3 Scenario Based Firearms Training 9-18 Scenario-Based Training
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.3 Scenario Based Firearms Training 19-30 Additional Safety Protocol for Training with Submunitions
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.3 Scenario Based Firearms Training 31-33 Mandatory Safety Briefing for Training with Simulated Training Ammunitions
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.4.3 Scenario Based Firearms Training 34-35 Training Documentation & Responsibility
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 1-6 Policy Statement 
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW)  Definitions
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 7-14 General
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 15-24 Issuance and Carrying of the Conducted Electrical Weapons
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 25 Spark Testing
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 26-28 Malfunctions
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 29-31 Verbal and Visual Warnings
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 32-38 Use of a Conducted Electrical Weapon
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 39-47 Application of a Conducted Electrical Weapon
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 48-51 Special Deployment Considerations
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 52-54 Targeting Considerations
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 55-58 Multiple Applications of the Conducted Electrical Weapon
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 59-66 CEW Use on a Dangerous Animal
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 67 CEW Camera
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 68-69 OFF-DUTY Considerations
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 70-73 Documentation
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 74-83 Actions Following Deployment
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 84-89 Medical Treatment
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 90-92 Supervisor Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 93 Education and Training Division
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 94-103 Training 
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 104-105 CEW Discharge Reporting Procedures
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 106-107 Application/Discharge
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 108 Accidental Discharge
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 109 Supervisor's Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 110-112 Education and Training Division Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 113-114 CEW Discharges Outside Orleans Parish
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 115 Supervisor's Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.7.1 Conducted Electrical Weapon (CEW) 116-125 Public Integrity Bureau Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.8 Weapons and Equipment Evaluation Committee 1 Committee Members
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.8 Weapons and Equipment Evaluation Committee 2 Scheduled Meetings
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,1.8 Weapons and Equipment Evaluation Committee 3-8 Responsibilities
